id,date,title,abstract,doi
P11,2025-04-24,AI revolution toward the cure of lung adenocarcinoma,"Many advancements have been achieved by clinical researchers to progress the cure of lung cancer using artificial intelligence. More recently, Large Language Models (LLMs) have furthered these efforts with clinical decision support systems, however a more comprehensive method was required to improve the cure using multiple disciplines. In this seminal study, a Multi-LLM system was utilized to locate literature, create summaries, and provide in-depth charts. In specific, OpenAI ChatGPT 4.5 Deep research autonomously searched relevant articles from PubMed Central, MDPI, PLOS One, and other journals to provide lung adenocarcinoma summaries across 10 topics at an average of 3,200 words. Each of the summaries were visualized with charts using several Claude 3.7 Sonnet Extended code generations featuring clinical trial data. The 10 summaries were combined into a 32,000 word dataset which was inputted into 3.7 Sonnet Extended to produce 5 detailed reports, each requesting a cure to lung adenocarcinoma from different perspectives. Visualizations were obtained using Python generations of Kaplan-Meier survival curves, forest plots, and violin plots. Additionally, AI experiment runtimes were completed in 3.1 hours, accompanied by an unprecedented number of manual cross-study validations aimed towards revealing LLM transparency, reproducibility, and bias. The significance of the study is that the cure of lung adenocarcinoma was advanced with a workflow that included autonomous generations which were backed by comprehensive charts.",10.5281/zenodo.15278152
P12,2025-05-29,"10 Year Glioblastoma Clinical Trial Meta-Analyses by Autonomous AI at Scale. Survival, HR, AE, and RoB scored in AI Reports and Charts, including Verifications","**Question:** Can glioblastoma ten year clinical trial survival times, hazard ratios, adverse events, and risk of bias from online publications be effectively pooled, scored, and visualized with insights using artificial intelligence? **Findings:** Ten glioblastoma therapies from the past 10 years were compared using AI: including EF-14, EORTC 26101, CheckMate 143, and REGOMA clinical trials. Commonly used charts such as forest, funnel, and risk of bias assessment plots were generated based on human prompts. Where patient data was not available, AI utilized alternative plots or approximated individuals’ data. Diagnostic, therapeutic, and biomarker approaches were utilized to develop reports of pooled and scored metrics. Insights were visualized using OS, PFS, and Grade 3+ AE rates alongside AI generated residual heterogeneity, SCCS, and synergy scores. **Meaning:** Glioblastoma tumors have a fast growth rate, are difficult to treat due to the blood-brain barrier; while only a limited number of effective therapies have been FDA approved, and are therefore often fatal. This study is an application of internet based clinical trial data that yielded rapid text and image based insights of pooled data. For instance, several insights were based on the 695 patient Stupp et al. TTFields EF-14 2017 trial (OS HR = 0.63), which had a low occurrence of high grade adverse events. On the other hand, Regorafenib was also evaluated, which had improved survival performance (OS HR = 0.50), but with 56% Grade 3-4 toxicity. The core AI experiments presented here took approximately 5.4 total hours to complete, with human verifications and paper completion within 34 days. **Design:** Internet searches of top 10 glioblastoma 2015-2025 clinical trial areas utilized in standalone PRISMA-2020 aligned meta-analyses (MAs) were created by ChatGPT o3 Deep research (o3dr). For each meta-analysis, 10 charts were generated in Python by 3.7 Sonnet Extended (37se). All meta-analyses were combined into a 103,905 word dataset and processed into reports by Gemini 2.5 Pro (g25p). For each report, 37se generated 10 charts, as well as 11 charts for a 3 report combination. Grok 3 (grk3) provided efficient fixes to Python code if charts contained errors. Four standards served as templates across 27 prompt variants. Excerpts of meta-analysis and report text are included due to size, with full outputs accessible through supplementary files. Note: This study is intended for educational purposes only. **Results:** In this work, glioblastoma clinical trials such as KEYNOTE-028 and DC Vaccine were summarized into meta-analyses by AI, with best responses rates 81% of the time. Insights from ongoing Neoantigen Vaccine trials included combining personalized vaccines with checkpoint inhibitors to ""prevent the exhaustion of vaccine-induced T-cells, potentially leading to deeper tumor control."" AI visualized clinical trial metrics in charts with best/approximation/error responses of 30%/50%/20%. Approximations were made primarily due to lack of data, and an error was recorded if at least one mistake was observed. Report creation based on the 103,905 word dataset yielded best responses of 90%, while best quality charts of pooled or scored endpoints occurred 55% of the time, with 25% being approximated. This work represented effective text generations, while images required screening due to data and chart type complexities. **Importance:** Comparing several clinical trial endpoints using grade systems, and additional intuition across four AI software manufacturers was possible using high contextual awareness and tools that were not accessible prior to early 2025. Stupp et al.’s tumor-treating fields is a widely accepted study for glioblastoma, and their results were represented consistently in multimedia throughout the study. Other treatments such as Neoantigen Vaccine and DNX-2401 + Pembro were visualized effectively with similar OS HR and SCCS metrics, and smaller patient cohorts aided by a network graph. **Conclusion:** Glioblastoma 10 year clinical trial survival times, hazard ratios, and other endpoints from online publications were effectively pooled and visualized with charts across ten disease areas using AI. Additional conclusions were made combining multiple MAs with scores, as TTFields emerged ""as a consistently beneficial therapy (positive SCCS, high IRBS in MGMT+), while checkpoint inhibitors (Nivolumab, Pembrolizumab) show limited efficacy (low/negative SCCS, low IRBS)."" The study was made feasible by utilizing unique advantages from four different AI software manufacturers. o3dr offered ten best-in-class autonomous web search and meta-analysis generations. 37se chart generation performance featuring endpoints and scores was unmatched by other software platforms. g25p was the only model capable at a reasonable cost of processing the large meta-analysis dataset to create key insights and tables with sample calculations. grk3 proved to be fast and consistent in correcting chart errors when necessary.",10.5281/zenodo.15549830
P13,2025-06-24,End-to-End Pancreatic Ductal Adenocarcinoma Digital Twin Clinical Trial Proposals,"**Question:** Can online clinical trial literature be utilized by artificial intelligence to generate well-informed pancreatic ductal adenocarcinoma (PDAC) digital twin trial proposals? **Findings:** AI successfully generated 40 meta-analyses in PDAC top research areas at an average word length of 10,196. One verification per meta-analysis was performed using AI automation, and the combined 408,081 word dataset was utilized to generate reports. Reports were separately verified and further visualized by AI. A second dataset consisting of the reports was used by five different AI models to yield five proposals. The proposals were evaluated by five AI judges to determine the top three proposals. Proposal deliverable completion reached a maximum score of 9.60/10, while the top citation proficiency score was 9.20. Prospective trial impact reached a peak score of 8.94, while funding probabilities ranged from 8.54 to 8.66. **Design:** The framework consisted of 7 AI model combinations; o3re: ChatGPT o3 Research, g25p: Google Gemini 2.5 Pro Preview, son4: Sonnet 4 Extended, grk3: xAI Grok 3, o3pr: ChatGPT o3-pro, ops4: Opus 4 Extended, and o3ch: ChatGPT o3; which were utilized according to model specific advantages. o3re autonomously searched the web and constructed detailed meta-analyses for Dataset 1. g25p was used to verify quantitative data across meta-analyses and reports, and also generated reports. son4 and ops4 were used to produce visualizations in Python for reports and proposals; while grk3 fixed code when necessary. The 6 reports were combined to form Dataset 2, which was an input for the o3pr, ops4, g25p, o3ch, and grk3 proposals. The same 5 models served as judges for the combined proposals, with average scores being used to determine the top 3 proposals. AI run time for core experiments was approximately 14 hours, with paper completion in 27 days. **Results:** One verification for each meta-analysis was conducted by g25p at an average accuracy of 95%. The same model verified one table for each of the six reports at a self-reported 84.0% accuracy. Both verification accuracies are considered preliminary due to complexities in grounding multiple data types. Meta-analyses by o3re ranged from 6,440-13,033 words with an average time of 19.3 minutes. Reports by g25p averaged 2,538 words and 2.48 minutes, with a Pearson's r coefficient of 0.94. Proposals totaled 8,903 words in 22.32 minutes. Proposal analyses by each of the five models were within 1-2 minutes, except for o3pr at 17.77 minutes. Each proposal included 10 prompt specific deliverables and a main therapy recommendation from a report. **Importance:** An area of of significance for all 5 proposals was the inclusion of a triple drug combination with the highest Therapeutic Synergy & Viability Score (TSVS) detailed in Report 1. Proposal A utilized the combination as follows: ""The DT platform will prospectively simulate a first-in-human (FIH) study of the top-ranked therapeutic triplet—Daraxonrasib + Mitazalimab + Liposomal Irinotecan identified in Report 1 (predicted TSVS 8.15)."" Proposal B also highlighted the therapy: ""simulating 10,000 virtual pancreatic cancer patients to de-risk the clinical development of a novel three-drug combination: daraxonrasib (pan-KRAS inhibitor) + mitazalimab (CD40 agonist) + liposomal irinotecan."" The drug combination is traceable to source data using meta-analysis MA-23 for Daraxonrasib, MA-15 for Mitazalimab, and a total of 8 Meta-Analyses utilizing Liposomal Irinotecan. This example of data fusion likely indicates functional utility between AI datasets. **Conclusion:** Enhanced predictive performance and clinical relevance was achieved through a scalable multi-step workflow beginning with meta-analysis and report generations. Source data was utilized effectively across models, yielding AI aware PDAC digital twin trial proposals. Although automated AI verification accuracies were preliminary, reports were translated into top proposals, and screened visualizations were effective in discerning results. Vital trial proposal information obtained from charts revealed important distinctions between the three top proposals across 24 month timelines, multi part ROI analyses, and budgets ranging from $8.5M-$17.8M. Proposal A by o3pr included the most intriguing digital twin Phase I/early-Phase II trial, with high scores in deliverable completion, citation ability, and chances of funding.",10.5281/zenodo.15735068
P14,2025-07-24,"ChatGPT 100,000 Patient 24-Month In Silico Phase III 5-Arm Pancreatic Cancer Clinical Trial Triplicate","**Inquiry:** Is it possible for ChatGPT to simulate three reproducible 100,000 patient pancreatic ductal adenocarcinoma (PDAC) Phase III clinical trial reports? If so, can the results be internally and externally validated, cross-verified using other AI models, and be compared both clinically and financially to other trials? **Concept:** 5 arms based on the Daraxonrasib + Mitazalimab + liposomal Irinotecan drug combination, baseline characteristics, and patient archetypes were identified from a prior study: doi.org/10.5281/zenodo.15735068. Six artificial intelligence models were then implemented to address the clinical trial pipeline: o3ph: ChatGPT o3-pro Research, g25p: Google Gemini 2.5 Pro, grk4: Grok 4, grk3: Grok 3 Think, o3pr: ChatGPT o3-pro, and ops4: Opus 4 Extended. o3ph generated the ICH E3-aligned trial reports, log files, plus internal, and external validations. g25p, grk4, grk3, o3pr, and ops 4 provided cross verifications that highlighted trial-to-trial and model-to-model correlations. g25p utilized 24 generations in the study to produce a virtual trials overview, while o3ph provided a meta-analysis of pooled and scored data versus relevant virtual and on-site trials. o3ph also provided a financial assessment and value proposition of USD estimates against Phase II and Phase III studies. ops4 provided visualizations written in Python for the majority of the sections. **Results:** 100,000 individual patients generated from three separate o3ph conversations followed multiplicative hazard ratios and per-arm monthly hazards set in the prompt. Key variables were independent of each other, which yielded distributions of uncensored results. Log file cumulative effects of the censored 100,000 patients yielded expected results in OS by Arm (A > D > E), ≥G3 AE (A > D > E), and PFS (A > D > E). Baseline characteristics by metric across trials were in close alignment, and internal validations between log files and trial reports exhibited similar performance. External validation vs. a Flatiron Health dataset for OS passed, while ECOG validation saw higher differences. These deviations, along with a KRAS-mutant labeling issue were high, but consistent in magnitude across the three trials. **Outputs:** In order to consolidate trial information, validations, and cross-verifications, g25p processed 24 of these relevant outputs to create a virtual trials overview. The core trial information, technical specifications, reproducibility, and validation findings provided a concise output needed for subsequent comparisons to trials. The method used to pool the current study with prior studies was accomplished by o3ph utilizing the virtual trials overview alongside online clinical trial data to produce a 9,574 word meta-analysis. Results focused on PRODIGE-4 and NAPOLI-1 trials that were top two in OS, while Arm A was third. However, the Arm D doublet of Daraxonrasib + Mitazalimab was less toxic than the other trials, and was found to be more clinically feasible than FOLFIRINOX in PRODIGE-4. **Impacts:** The financial assessment and value proposition performed by o3ph and visualized by ops4 placed an estimated price of $36,330 on the current study (1 user at $150/hr working 60 hrs/wk). Estimates for other virtual trials ranged from $120,000-$600,000, while a real Phase II trial was $20.0M, and the Phase III trial estimate was $100.0M. Time-to decision was fastest for the 100K Triplicate at 1 month, while other studies ranged from 4.5 months to 5.0 years. The AI’s main financial decision was that Arm A (Daraxonrasib + Mitazalimab + liposomal Irinotecan) was not a strong enough candidate, and the results from the current study were estimated to save $19.96M to avoid a clinical trial failure. In addition, a $2.36M burn rate reduction was anticipated, with an overall cost reduction of 99.9997% vs. a Phase III trial per patient. **Outcome:** The main benefit was that reproducibility was observed across a single trial or multiple trials, while individual patients likely varied based on raw exponential sampling. The o3ph feat was primarily in providing a trial report that was replicable between the other trials performed in separate conversations. Similarly, the g25p model’s processing of 24 outputs to create a virtual trials overview could not me accomplished by any other model due to token limitations. The overview served to inform the final meta-analysis and financial assessment by o3ph, providing tangible comparisons and planning tools for upcoming studies. All work was performed by one user in a 30 day window.",10.5281/zenodo.16415815
P15,2025-08-29,"QSP Metastatic Pancreatic Cancer AI Clinical Trial Simulation From Protocol to Prediction: Code, VVUQ, and Playbook","**Question:** Is it plausible for artificial intelligence to generate QSP (quantitative systems pharmacology) pancreatic cancer clinical trial protocols, Python scripts, VVUQ (verification, validation, and uncertainty quantification), and playbook? **Concepts:** Two prior author studies consisting of drug arms, baseline characteristics, and patient archetypes were incorporated into the initial text trial protocol. The protocol was then further optimized and converted into Python by ChatGPT 5 Pro Research (ChatGPT). Additional trial attributes and mathematical functions were added; followed by hyperparameter optimizations, increased adverse events functionality, and fine-tuning of time steps and tumor grid size primarily by Gemini 2.5 Pro (Gemini). Sensitivity analyses to biological parameters were then conducted; yielding the final model code with optimized parameters and further comparisons to established trials including POLO, NAPOLI-1, and MPACT. The code was then converted back into a plain text protocol by ChatGPT for interpretability regarding non-technical staff, and serving as a platform for future developments. **Results:** Verifications of several mechanistic variables revealed numerically stable objective response rates (ORRs), with results assisting the finalization of time step dt = 0.05 and tumor volume grid size = 5. Uncertainty quantification of biological sensitive vs. resistant clone parameters also aided in robust ORRs for a combination therapy. Additional sensitivity analysis was performed regarding a KRAS inhibitor whose Emax potency increased by up to threefold, limiting ORR error to 11%. In effect, both numerical stability and biological credibility were demonstrated by the QSP pancreatic cancer simulation. Efforts to ground the control arms to external standards for this model had some success with mOS, ORR%, and DCR% performing more optimally; while mPFS, and Grade 3+ Adverse Events experienced less optimal results based on external validations. **Outputs:** Initial text based protocols were iteratively refined by ChatGPT based on the author’s prior empirical trial, known requirements for QSP trials, and additional biological incorporations. Code trials were generated based on iterative prompting to optimize parameters and variables. The 10 arm, 7 archetype, 10,000 patient trial with up to 250 ordinary differential equations (ODEs) per patient was aimed towards rapid drug prototyping a Phase II trial in real time. Each trial run yielded a Python script, notebook, and a patient log file. These generated materials were then used throughout the study to build the QSP playbook, VVUQ documentation, and visualization text instructions. The instructions were then converted into Python scripts by Opus 4.1 Extended (Opus), further optimized by the author, and then executed in Google Colab. **Impacts:** Financial assessments were established between industry QSP virtual trial costs at $2M vs historical Phase II and Phase III trials. The current study was performed by the author at a theoretical cost of $36,304 based on a $150/hr rate at 60 hr/wk for 4 weeks. A QSP cost reduction of up to 99.6% was found; supported by a 23 month time reduction and +27,500% ROI vs. a typical $10.2M Phase II trial. Due to the larger patient cohorts and low resource requirements, the current QSP study was $3.6/patient vs. an in-person trial of $59,500/patient, a 16,528x difference. These financial propositions would most likely be realized by preventing no-go arms from proceeding to in-person trials, such as Arm E; which had a low mOS at 6.6 month, a high Grade 3+ AEs at 92.5%, and second highest Drop % at 14.2%. **Outcome:** Arm C, an oncogene-targeted therapy, was the most recommended drug combination by AI due to its high ORR at 70.8% and mOS as 11.9 (HR = 0.50). Arms H and I derived from the previous empirical trial were consistently top drug combinations due to competitive response rates and survival. AI models proved pivotal for specialized tasks as ChatGPT was the domain expert that automated text production, Gemini generated trial code solutions at scale, and Opus converted text instructions into effective Python dashboards. Ultimately, as trial code character numbers and complexity rose, models were able to address smaller challenges in the code to obtain useful updates. The numerical stability and sensitivity analyses throughout the VVUQ process can be considered among the study’s most impactful results, while endpoints were more challenging to align with external control arms. This may be due to an estimated 2.5 million tumor volume states being updated at each time-step, adding complexity for further AI modifications.",10.5281/zenodo.17001137
P16,2025-09-30,Accelerating FDA Compliance and Cost Efficiency of in silico Clinical Trials via AI Digital Twin Pancreatic Cancer Simulation,"**Question of Interest:** Can a bidirectional PDAC digital twin, subjected to M15-aligned verification, validation, uncertainty quantification, and applicability assessment, provide sufficiently credible comparative predictions of arm-level efficacy/safety (ORR, DCR, mPFS, mOS, HRs, G3+ AE, dropout) to prioritize Phase II platform-trial arms and inform design choices (e.g., eligibility mix, progression threshold, horizon), thereby reducing empirical iteration while preserving patient safety? **Context of Use:** A cohort-level digital twin simulates a 10-arm PDAC platform trial (≈100 patients/arm, 36-month horizon, dt=1 day). Tumor dynamics use a two-compartment sensitive/resistant Emax framework with archetype-driven growth rates and a lognormal “sensitivity multiplier.” Survival uses a base hazard with post-progression and biomarker multipliers; toxicity generates G3+ events with dropout probability; a rule-based policy effects 1L→2L→BSC transitions. The twin executes a closed-loop sense–analyze–recommend–act–learn cycle with per-patient logs. Data/knowledge used: drug parameters and archetypes transferred from prior QSP work and literature; control-arm external targets from MPACT (Arm A), NAPOLI-1 (Arm G), and POLO (Arms J/K). Specific role of model outcomes: rank arms, estimate HRs and endpoint distributions, test design assumptions. Other evidence: an a priori VV40/FDA test suite executedVerification/Numerics (V-01 dt-convergence; V-02 seed reproducibility; V-03 zero-efficacy; V-04 zero-growth; V-05 boundary conditions; V-06 toxicity logic), Validation & Sensitivity (S-01..S-09, covering Emax/EC50/half-life, growth, resistance, dropout, hazard multipliers), UQ (UQ-01..03, sigma variation, age SD, 10-seed ensembles), and Applicability (A-01 population drift, A-03 RECIST threshold, A-04 horizon; A-02 dosing schedule reserved). External validation: Arm A close on ORR and mOS, low on mPFS; Arm G underpredicts mPFS/OS; J/K farther off-acknowledged calibration limitations. **Model Influence: Medium:** Justification: The twin informs internal prioritization and design (arm ranking, sample size tuning, eligibility mix, sensitivity to rules) but is not the sole basis for regulatory or labeling decisions. Outputs are triangulated with literature comparators and expert judgment. Verification and UQ support reliable computation; partial external fit tempers influence. **Consequence of Wrong Decision: Medium** Justification: If mis-prioritized, resources could shift to a less active arm and expose Phase II participants to suboptimal regimens; however, care remains within accepted standards under IRB/DSMB oversight, and no patient-facing recommendations are made by the software. Thus, consequences are meaningful for efficacy and development efficiency, but with mitigations for safety. **Model Risk: Medium** Justification: Combining Medium Model Influence with Medium Consequence yields Medium risk (per M15 and ASME V&V 40 logic). Credibility activities were commensurate: code/calculation verification (dt stability; seed reproducibility; boundary/logic checks), model robustness via sensitivity to key biological/clinical assumptions (S-01..S-09), stochastic/UQ ensembles (UQ-03), and applicability to population mix, RECIST thresholds, and horizon (A-01, A-03, A-04). External validation is partly met for A and G with documented gaps, transparently constraining scope. **Model Impact: Medium (with a path to High)** Justification: Relative to current regulatory expectations, the twin provides MIDD evidence suitable for planning and interaction: clearly stated Question/COU; risk-informed Model Evaluation; pre-specified Technical Criteria via the VV40 test suite; reproducible code and patient-level logs; ensemble uncertainty bands; and applicability analyses. This supports early FDA interactions (e.g., MIDD/Q-sub) for arm prioritization and design what-if analyses, potentially saving time and cost versus purely empirical iteration. Impact is not rated High because simultaneous multi-endpoint external calibration (A, G, J/K) and prospectively defined quantitative acceptance targets/CIs need strengthening; completion of A-02 dosing applicability and expanded external validation would elevate impact.",10.5281/zenodo.17239510
P17,2025-10-26,End-to-End Oncology Clinical Trial LLM Efficiency For Industry Adoption with FDA/ICH Regulations,"The process of a new oncology treatment from drug discovery and preclinical studies through Phase III clinical trials and FDA review can take over a decade and cost hundreds of millions of dollars. Therefore, automated and easy to use large language models which have adapted to code generation for production use of sensitive data should be implemented into cancer trial workflows at scale. Here, LLMs were implemented throughout the study to create table templates, datasets based on author and online literature; and followed by triple and quintuple LLM workflows for optimization, table population, peer review, and meta-analyses. Primary models utilized were Sonnet 4.5 Extended, Gemini 2.5 Pro, GPT-5 High, and Grok 4 Fast - with Sonnet being used the most to quickly solve increasingly larger problems and reach consensuses between other LLM responses. The iterated workflow features 12 tables from discovery through Phase III trials, NDA/BOA & FDA Review that identified potential prior LLM applications, with estimated LLM time and cost reductions for trial activities. These itemized values for each table were summed by AI and provided in a cost summary of an entire glioblastoma drug development process. The 2025 trial baseline total was estimated to be 10-15 years at a cost of $282M-$837M, while the LLM/AI assisted workflow was projected to be 4.8-7.7 years at $215M-$673M, which is 52-73% faster and 24-50% less expensive. Key performance indicators of baseline vs. LLM, acceleration and cost reduction areas, regulatory framework summary, and call to action were also provided by Sonnet, marking a transition to broader adoption of LLMs for oncology clinical trials. Note: LLM outputs and LLM-generated code locally executed with patient data may require FDA approval.",10.5281/zenodo.17451709
P18,2025-11-14,LLM-Generated Glioblastoma Drug Synergy Machine Learning: From Rapid Code Prototypes to Project Deliverables Package,"Large language models (LLMs) are best utilized through their ability to rapidly prototype code which can be executed locally, causing minimal workflow disruption to existing drug development processes and addresses validation, verification, and transparency concerns. Essentially, LLM written code substituting human code mitigates concerns of LLM black box interpretability and explainability issues. Here, this study uses LLMs to develop, peer review, and make code corrections, yielding a feasible drug synergy machine learning pipeline. This was achieved utilizing Sonnet 4.5 Extended to provide a six machine learning model Python notebook and 1020x26 dataset of 153 unique glioblastoma drug interaction pairs in a single output; with ChatGPT 5 Thinking as a senior peer reviewer recommending fixes to label leakage, group-aware cross validation, and probability calibration. Subsequent Sonnet optimizations focused on an enhanced random forest model at an accuracy of 0.9804 and Macro-F1 of 0.9705 in predicting three drug synergy classes. The final Sonnet automated output bundle of notebook, summary, implementation guide, recommendations mapping, and README files ensured end-to-end reproducibility, auditability, and version control - mimicking a real-world ML release. Four non-Sonnet inference LLMs were used to provide exhaustive analyses regarding performance and industry relevance of the notebook and dataset. LLM code generation using widely available proprietary models has validation advantages over direct LLM prompting; with reduced workflow complexity over fine-tuned, agentic, and augmented retrieval methods. Therefore: easy to use, cost effective, and mainstream LLMs proficient in web search and multi-format uploads are ideal for generating code that can be run locally for everyday drug development tasks; with direct LLM prompts for conducting AI peer review based on complex and voluminous data - marking the transition from LLM benchmark competitions to full and reviewed LLM applications.",10.5281/zenodo.17614396
P19,2025-11-30,"AI Peer Review Acceleration of LLM-Generated Glioblastoma Clinical Trial Patient Matching ML, FDA/ICH/ISO, and FastAPI","Human peer review was an effective technique to address quality, originality, and errors of non-LLM generated work. Researcher-AI trust has since then grown due to performant large language model (LLM) benchmark improvements and author implementations across different model manufacturers for processing frequent, complex, and voluminous data. This single human-AI team has led to the emergence of readily available artificial intelligence peer review. A primary benefit of AI peer review is the ability to appropriately conduct iterative analyses and corrections throughout the entire manuscript process. This responsible method improves on over-worked and fatigued human recommendations provided after manuscript completion. Here, a maximum efficiency study was performed in 14 days with the author utilizing a prior glioblastoma clinical trial matching guidance and a TrialGPT paper as inputs to output a prompt for developing a Python deep learning pipeline. A 10 file dataset and clinical BERT model notebook were generated by Sonnet 4.5 Extended, followed by repetitions of code fixes and optimizations to yield a final notebook at a low test set performance of 67.3%. A triple AI peer review conducted by Sonnet, GPT 5.1, and Grok 4.1 all yielded the primary recommendation to upgrade to a tabular model, which was more suitable for the csv dataset. ChatGPT then identified the most appropriate selection: an open source TabPFN-v2-clf model from Hugging Face. The Sonnet recommendations also included detailed instruction for five-fold cross-validation, SHAP explainability, and bias analysis incorporation. An AI peer review evaluation standard for ML workflows based criterion and efficiency metrics was generated by Opus 4.5 with highest efficiencies based on the least number of humans, prompts, and time at the lowest LLM cost. Subsequent evaluation of the current workflow with an overall quality of 87.5%, and 0.831 efficiency based on human, prompt, time, and cost metrics. The ChatGPT identified model and Sonnet review instructions were implemented into the prior notebook to yield a new notebook that saw an acceleration in research progress with a test set accuracy improvement to 94.0% with few-shot learning along with peer review corrections. A regulatory compliance prompt was created, followed by full document generations of FDA 21 CFR Part 820, ICH-GCP E6(R2), and ISO 14971 addressing quality, clinical practice, and risk management. Several attempts to create an effective FastAPI code repository by Sonnet were initially unsuccessful, however an Opus/Sonnet prompting strategy yielded a FastAPI interface with three successful glioblastoma patient clinical trial match predictions. AI as a senior software engineer and as a senior regulatory analyst were also employed as part of the AI peer review process. The purpose of this AI peer review study was to place the world’s focus back on innovating active and real world medical AI advancements in a fraction of the time. Measuring the effect AI implementation has on large workforces can be challenging to quantify. The conversational human-AI R&D relationship has become increasingly solitude: therefore this single author project should be viewed as the standard for new workflows going into the future. This next evolution of peer review is especially suitable for hard working researchers in less favorable economic, educational, and affiliation conditions, such as the author of the paper. This process is afforded by low cost, fast, and easy to use state of the art LLMs from Anthropic, Google, OpenAI, and xAI; marking the pivot away from slow and irresponsible use of human peer review for LLM-generated data, and back to fast automation of patient health applications at scale. Many authors of less influence can now improve their speed of development and gain reputation in papers by simply providing prompts, LLMs, AI peer review recommendations, and corrections they made - without the need for paid review or journals. Interested parties can then view the author’s peer review findings alongside the paper. Trust for the AI peer review process was established over a series of human-AI works reflected in LLM code and non-code benchmarking, applications in literature, and prior author works using AI in review roles coordinated across judging, external validation, cross-verification, meta-verification, and tests according to FDA/ICH guidance.",10.5281/zenodo.17774560
P20,2025-12-22,Code Generation Competition: 16 Proprietary vs. Open-Source LLMs & Iterative Learning Based on FDA Adverse Event Reporting System,"Few effective goal-oriented iterative LLM code benchmarking studies exist. Successive high dimensional and complex problem improvements are desired versus conventional code assessments. Inspired by a recent CodeClash study, this tournament focuses primarily on the goal of generating functions to obtain a perfect competition task score based on three recent FDA FAERS files. Here, Opus 4.5 Extended was primarily utilized to build a novel Python evaluation engine measuring LLM code pair correctness, methodology, code quality, and algorithm effectiveness against a fixed reference standard and head-to-head. The notebook then automated Code A and Code B grading, and outputted their answers and reference standard of drug-reaction signals in csv files. The bracket was organized at scale: 16 LLMs - 8 proprietary LLMs on the left and 8 open-source LLMs on the right. The 8 Round 1 winners and corresponding notebooks were then re-introduced to each LLM with a competition prompt to generate the next round’s code submission. Iterative learning in the form of improved final scores was observed for several Round 2 winners, which was based on its prior round competition code, competitors’ code, and results. Gpt-5.2-pro and Gemini 2.5 Pro API were effective at iterative learning on the FAERS dataset goal; while Kimi K2 Thinking saw the biggest single round score increase at +0.405. Contestant models were from xAI, OpenAI, Gemini, Claude, DeepSeek, Kimi, GLM, MiniMax, and Qwen manufacturers.",10.5281/zenodo.18029100
P21,2026-02-26,Unification Standard Level for Physical AI Oncology Trials,"As physical AI systems advance toward clinical deployment in oncology, no standardized framework exi evaluate how ready a robotic platform is for unified, multi-site clinical trials. Current technology rea assessments (e.g., NASA TRL, MLTRL) do not capture the unique demands of cross-platform simulation s AI integration, inter-organizational robot progress sharing, and federated regulatory compliance required for multi-site oncology trials. This paper introduces the Unification Standard Level (USL), a 1.0-10.0 scoring framework that evaluates physical AI robots across four equally weighted dimensions: (A) Simulation Framework Switching, (B) Generative/Agentic AI Integration, (C) Cross-Robot Progress Sharing, and (D) Multi-Site Clinical Trial Collaboration. We apply USL to nine robots across three categories—collaborative robots (cobots), surgical robots, and humanoid robots—finding per-dimension scores ranging from 1.5 to 8.5 and final composite scores from 3.4 to 7.4. The Franka Emika Panda (USL 7.4) and da Vinci dVRK (USL 7.1) lead their respective categories, both driven by large open-source ecosystems. Clinical trial readiness (Dimension D) remains the weakest dimension for seven of nine robots evaluated, revealing a field-wide gap between research maturity and clinical deployment infrastructure. All scoring code, robot evaluation modules, and documentation are open-source at https: //github. com/kevinkawchak/physical-ai-oncology- trials under MIT license.",10.5281/zenodo.18778220
P22,2026-02-27,Federated Learning Physical AI Oncology Trials Unification,"The transition from conventional software-only artificial intelligence to physical AI systems incorporating robotic hardware in oncology clinical trials represents a paradigm shift requiring unified infrastructure for privacy, regulation, cross-framework interoperability, and multi-organization cooperation. This paper presents the PAI Oncology Trial FL platform (v1.1.0), a comprehensive federated learning framework comprising 235 Python modules (~86,800 lines of code) that unifies five critical infrastructure pillars: (1) Privacy Infrastructure implementing all 18 HIPAA Safe Harbor identifiers with HMAC-SHA256 pseudonymization, (2) Regulatory Infrastructure spanning FDA, IRB, ICHGCP, and multi-jurisdiction compliance across v0.6.0 and v0.9.1, (3) Cross-Framework Unification bridging NVIDIA Isaac Sim, MuJoCo, Gazebo, and PyBullet simulation environments, (4) Standards & Benchmarking for QI 2026 objectives including model conversion and registry pipelines, and (5) Multi-Organization Cooperation enabling federated training across academic medical centers, community hospitals, and pharmaceutical companies. End-to-end workflow demonstrations are presented across 31 example scripts, 6 agentic AI production examples implementing Model Context Protocol (MCP), ReAct reasoning, real-time monitoring, autonomous orchestration, safetyconstrained execution, and RAG-based compliance. A triple AI peer review process (v0.9.4-v0.9.9) using sequential Codex-to-Claude Code review-fix cycles resolved 31/31 code recommendations at 100% completion, establishing a dual-manufacturer trust benchmark for AI-generated clinical trial software. The platform demonstrates that unified federated learning infrastructure is a necessary precondition for transitioning the oncology industry to using robots in physical AI clinical trials.",10.5281/zenodo.18795507
